num,Season,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
931,2022,Omar Narváez,MIL,84,262,296,54,37,12,1,4,21,23,29,1,57,3,1,1,4,0,0,0.206
932,2022,Mike Ford,4 Tms,50,131,149,27,19,5,0,3,9,10,17,0,40,1,0,0,1,0,0,0.206
933,2022,Diego Castillo,PIT,96,262,283,54,30,13,0,11,28,29,14,1,75,3,4,0,7,1,1,0.206
934,2023,Carson Kelly,2 Tms,52,136,151,28,21,5,0,2,13,13,14,0,40,0,1,0,2,1,0,0.206
935,2023,Casey Schmitt,SFG,90,253,277,52,32,15,0,5,28,30,13,0,65,5,3,3,7,2,1,0.206
936,2023,Mike Brosseau,MIL,29,73,78,15,9,2,0,4,4,8,4,0,20,1,0,0,2,0,0,0.205
937,2022,Isaac Paredes,TBR,111,331,381,68,32,16,0,20,48,45,44,0,67,4,2,0,12,0,1,0.205
938,2022,Nelson Velázquez,CHC,77,185,206,38,22,7,3,6,20,26,19,0,65,2,0,0,5,5,2,0.205
939,2023,Shea Langeliers,OAK,135,448,490,92,47,19,4,22,52,63,34,2,143,5,2,1,10,3,2,0.205
940,2022,Gary Sánchez,MIN,128,419,471,86,46,24,0,16,42,61,40,0,136,7,5,0,12,2,0,0.205
941,2023,Patrick Wisdom,CHC,97,268,302,55,23,8,1,23,43,46,30,0,111,2,1,1,4,4,2,0.205
942,2022,Joey Votto,CIN,91,322,376,66,36,18,1,11,31,41,44,0,97,10,0,0,8,0,0,0.205
943,2022,Jason Heyward,CHC,48,137,151,28,21,5,1,1,15,10,11,0,32,3,0,0,3,1,0,0.204
944,2023,Joey Wiemer,MIL,132,367,410,75,43,19,0,13,48,42,36,0,116,5,2,0,4,11,4,0.204
945,2022,Josh Jung,TEX,26,98,102,20,10,4,1,5,9,14,4,0,39,0,0,0,2,2,0,0.204
946,2023,Bobby Dalbec,BOS,21,49,53,10,7,2,0,1,6,1,4,0,28,0,0,0,0,1,0,0.204
947,2023,Carlos Pérez,CHW,27,49,53,10,5,4,0,1,5,3,4,0,11,0,0,0,2,0,0,0.204
948,2023,Nick Fortes,MIA,108,294,323,60,44,10,0,6,33,26,17,0,59,7,2,3,12,4,2,0.204
949,2022,Akil Baddoo,DET,73,201,225,41,34,3,2,2,30,9,24,0,64,0,0,0,2,9,6,0.204
950,2023,Josh Harrison,PHI,41,103,114,21,16,3,0,2,8,10,3,0,20,6,2,0,2,0,0,0.204
951,2022,Jonah Bride,OAK,58,162,187,33,28,4,0,1,17,6,19,0,32,4,1,1,4,1,0,0.204
952,2023,Zack Short,DET,112,221,253,45,29,9,0,7,17,33,28,0,66,0,1,3,3,5,0,0.204
953,2022,Darin Ruf,2 Tms,119,334,388,68,45,12,0,11,52,45,45,0,105,6,3,0,11,2,0,0.204
954,2023,Garrett Stubbs,PHI,41,113,125,23,17,4,1,1,15,12,9,0,29,2,0,1,0,2,0,0.204
955,2022,Jackie Bradley Jr.,2 Tms,132,344,370,70,42,23,1,4,30,38,24,0,77,0,0,2,5,2,3,0.203
956,2022,Brian Serven,COL,62,187,205,38,27,4,1,6,19,16,13,0,44,2,1,2,7,0,0,0.203
957,2023,Brenton Doyle,COL,126,399,431,81,50,16,5,10,48,48,22,0,151,4,3,3,9,22,5,0.203
958,2023,Rougned Odor,SDP,59,138,157,28,15,9,0,4,21,18,17,0,37,2,0,0,2,2,1,0.203
959,2022,Spencer Torkelson,DET,110,360,404,73,48,16,1,8,38,28,37,0,99,5,2,0,12,0,1,0.203
960,2022,Curt Casali,2 Tms,57,148,176,30,21,4,0,5,20,17,24,0,50,2,2,0,1,0,0,0.203
961,2023,Gavin Sheets,CHW,118,311,344,63,43,10,0,10,24,43,28,2,66,1,4,0,6,1,0,0.203
962,2023,Trevor Story,BOS,43,158,168,32,20,9,0,3,12,14,9,0,55,1,0,0,2,10,3,0.203
963,2023,Brandon Dixon,SDP,33,79,86,16,10,4,0,2,10,9,1,0,31,4,2,0,1,1,0,0.203
964,2023,Jake Bauers,NYY,84,242,272,49,22,15,0,12,28,30,27,0,95,0,3,0,3,3,2,0.202
965,2022,Jack Suwinski,PIT,106,326,372,66,36,11,0,19,45,38,41,1,114,4,1,0,5,4,2,0.202
966,2022,Cavan Biggio,TOR,97,257,303,52,27,18,1,6,43,24,38,0,85,6,1,1,2,2,0,0.202
967,2023,Joey Votto,CIN,65,208,242,42,22,6,0,14,26,38,27,0,62,7,0,0,2,0,0,0.202
968,2022,Carlos Santana,2 Tms,131,431,506,87,50,18,0,19,52,60,71,2,88,2,2,0,9,0,0,0.202
969,2022,Yasmani Grandal,CHW,99,327,376,66,54,7,0,5,15,27,45,1,79,2,2,0,8,1,0,0.202
970,2023,Tucker Barnhart,CHC,47,109,123,22,18,3,0,1,6,9,12,0,42,1,1,0,4,1,0,0.202
971,2022,Jonathan Schoop,DET,131,481,510,97,62,23,1,11,48,38,19,1,107,6,4,0,15,5,0,0.202
972,2023,Taylor Walls,TBR,99,303,349,61,39,12,2,8,50,36,44,0,92,1,0,1,1,22,1,0.201
973,2023,Lenyn Sosa,CHW,52,164,173,33,21,6,0,6,12,14,5,1,40,0,1,3,3,0,1,0.201
974,2023,Eric Haase,2 Tms,89,274,293,55,42,8,1,4,22,26,17,1,81,0,1,1,11,4,1,0.201
975,2022,Dixon Machado,SFG,5,15,17,3,3,0,0,0,1,0,1,0,5,1,0,0,0,0,0,0.2
976,2022,Brendon Davis,DET,3,10,11,2,2,0,0,0,2,0,1,0,3,0,0,0,0,1,0,0.2
977,2022,Eli White,TEX,47,105,117,21,16,2,0,3,16,10,11,0,41,0,1,0,0,12,1,0.2
978,2022,Mark Kolozsvary,CIN,10,20,21,4,1,2,0,1,3,3,1,0,9,0,0,0,1,0,0,0.2
979,2023,Ben Gamel,SDP,6,15,15,3,2,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0.2
980,2023,Tyler Nevin,DET,41,95,111,19,13,3,1,2,11,10,12,0,25,3,1,0,1,0,1,0.2
981,2023,Jahmai Jones,MIL,7,10,11,2,1,1,0,0,2,3,1,0,5,0,0,0,0,1,0,0.2
982,2023,Alex Call,WSN,128,375,439,75,52,14,1,8,43,38,53,0,78,6,2,3,1,9,8,0.2
983,2023,Samad Taylor,KCR,31,60,69,12,9,2,1,0,11,4,7,0,22,0,1,1,1,8,0,0.2
984,2023,Grae Kessinger,HOU,26,40,45,8,5,2,0,1,3,1,5,0,12,0,0,0,0,0,1,0.2
985,2023,Hunter Goodman,COL,23,70,77,14,6,4,3,1,6,17,5,0,24,0,2,0,2,1,0,0.2
986,2022,Zach McKinstry,2 Tms,57,166,185,33,19,6,3,5,21,14,16,0,52,1,0,2,0,7,0,0.199
987,2023,Jesse Winker,MIL,61,166,197,33,27,5,0,1,16,23,26,0,51,4,1,0,0,0,0,0.199
988,2022,Victor Caratini,MIL,96,272,314,54,33,12,0,9,26,34,31,1,67,9,1,1,11,0,0,0.199
989,2023,Trent Grisham,SDP,153,469,555,93,48,31,1,13,67,50,75,0,154,5,1,4,7,15,3,0.198
990,2022,Skye Bolt,OAK,42,106,116,21,15,2,0,4,10,13,7,0,30,2,1,0,1,5,0,0.198
991,2023,Alika Williams,PIT,46,101,112,20,15,5,0,0,7,6,9,0,35,1,0,1,2,0,0,0.198
992,2022,Tyler Nevin,BAL,58,157,184,31,25,4,0,2,17,16,20,0,46,4,3,0,4,0,0,0.197
993,2023,Chad Wallach,LAA,65,157,172,31,18,5,1,7,18,15,13,0,57,0,0,2,5,0,1,0.197
994,2022,Triston Casas,BOS,27,76,95,15,9,1,0,5,11,12,19,0,23,0,0,0,4,1,0,0.197
995,2022,Josh Smith,TEX,73,213,253,42,35,5,0,2,23,16,28,0,50,7,3,2,1,4,3,0.197
996,2023,Clint Frazier,CHW,33,66,76,13,11,1,1,0,10,3,10,0,23,0,0,0,0,4,2,0.197
997,2022,Aristides Aquino,CIN,80,259,276,51,28,13,0,10,24,30,17,0,101,0,0,0,1,2,3,0.197
998,2022,Luke Raley,TBR,22,61,72,12,9,2,0,1,7,4,7,0,24,3,1,0,1,0,0,0.197
999,2022,Michael Stefanic,LAA,25,61,69,12,10,2,0,0,5,0,5,0,12,2,0,1,1,0,0,0.197
1000,2023,Kyle Schwarber,PHI,160,585,720,115,48,19,1,47,108,104,126,5,215,6,3,0,4,0,2,0.197
1001,2022,Max Muncy,LAD,136,464,565,91,47,22,1,21,69,69,90,1,141,5,6,0,2,2,0,0.196
1002,2022,Taylor Trammell,SEA,43,102,117,20,7,9,0,4,15,10,13,0,33,0,1,1,2,2,1,0.196
1003,2022,Kole Calhoun,TEX,125,388,424,76,49,14,1,12,36,49,27,0,136,6,3,0,6,3,2,0.196
1004,2022,Andrew Velazquez,LAA,125,322,349,63,46,8,0,9,37,28,15,0,119,3,3,6,3,17,1,0.196
1005,2022,James McCann,NYM,61,174,191,34,25,6,0,3,19,18,11,0,46,4,2,0,5,3,0,0.195
1006,2023,Miguel Vargas,LAD,81,256,304,50,24,15,4,7,36,32,38,1,61,4,4,1,1,3,2,0.195
1007,2023,JJ Bleday,OAK,82,256,303,50,29,11,0,10,35,27,42,0,72,2,3,0,3,5,1,0.195
1008,2022,Geraldo Perdomo,ARI,148,431,500,84,67,10,2,5,58,40,50,0,103,5,2,12,3,9,2,0.195
1009,2023,Luis Urías,2 Tms,52,144,177,28,19,6,0,3,18,18,21,0,41,10,0,0,4,0,0,0.194
1010,2023,Brandon Crawford,SFG,94,283,320,55,36,11,1,7,31,38,28,1,81,4,4,1,5,3,0,0.194
1011,2022,Dominic Smith,NYM,58,134,152,26,15,10,1,0,11,17,12,0,37,4,2,0,0,0,0,0.194
1012,2023,Logan Porter,KCR,11,31,38,6,4,1,0,1,4,3,5,0,11,1,0,1,2,0,0,0.194
1013,2023,Romy Gonzalez,CHW,44,93,97,18,9,4,2,3,11,14,2,0,36,0,1,1,0,7,0,0.194
1014,2022,Jonathan Aranda,TBR,32,78,87,15,9,4,0,2,10,6,8,1,23,1,0,0,1,0,0,0.192
1015,2023,Nathan Lukes,TOR,29,26,31,5,3,1,1,0,4,2,4,0,9,0,1,0,1,0,0,0.192
1016,2022,Gabriel Arias,CLE,16,47,57,9,6,1,1,1,9,5,8,0,16,1,0,1,1,1,0,0.191
1017,2023,Giancarlo Stanton,NYY,101,371,415,71,34,13,0,24,43,60,41,3,124,2,1,0,11,0,0,0.191
1018,2022,Patrick Mazeika,NYM,24,68,72,13,8,4,0,1,4,6,2,0,9,0,0,2,0,0,0,0.191
1019,2023,Jacob Stallings,MIA,89,241,276,46,29,14,0,3,22,20,27,0,67,3,2,3,9,0,0,0.191
1020,2023,Oswald Peraza,NYY,52,173,191,33,23,8,0,2,15,14,13,0,50,5,0,0,1,4,3,0.191
1021,2023,Martín Maldonado,HOU,117,362,407,69,42,12,0,15,33,36,30,0,139,3,0,12,10,0,0,0.191
1022,2022,Stephen Piscotty,OAK,42,126,139,24,15,4,0,5,12,14,9,1,48,2,2,0,2,2,0,0.19
1023,2023,Tommy La Stella,SEA,12,21,24,4,3,1,0,0,2,2,3,0,5,0,0,0,0,0,0,0.19
1024,2022,Erik González,MIA,16,37,41,7,6,1,0,0,4,3,4,0,12,0,0,0,1,1,0,0.189
1025,2022,Jose Herrera,ARI,47,111,124,21,19,2,0,0,9,5,9,0,34,0,0,4,1,0,0,0.189
1026,2022,Seth Beer,ARI,38,111,126,21,17,3,0,1,4,9,11,1,31,3,1,0,3,0,0,0.189
1027,2023,Andrew Stevenson,MIN,25,37,40,7,6,1,0,0,4,1,2,0,8,1,0,0,0,4,1,0.189
1028,2023,Wil Myers,CIN,37,127,141,24,18,3,0,3,11,12,12,0,48,0,1,1,3,2,1,0.189
1029,2023,Pavin Smith,ARI,69,191,228,36,24,5,0,7,26,30,35,0,45,1,0,0,3,1,1,0.188
1030,2023,Franchy Cordero,NYY,24,69,71,13,5,2,0,6,9,13,2,0,25,0,0,0,0,0,0,0.188
1031,2022,Drew Ellis,2 Tms,7,16,17,3,2,1,0,0,2,1,1,0,7,0,0,0,0,0,0,0.188
1032,2022,Connor Wong,BOS,27,48,56,9,5,3,0,1,8,7,5,0,16,1,1,1,0,0,0,0.188
1033,2022,Miles Mastrobuoni,TBR,8,16,17,3,3,0,0,0,1,0,1,0,6,0,0,0,0,1,0,0.188
1034,2022,Alec Burleson,STL,16,48,53,9,7,1,0,1,4,3,5,0,9,0,0,0,1,1,0,0.188
1035,2022,Josh VanMeter,PIT,67,171,192,32,22,5,2,3,15,14,19,0,45,0,2,0,3,4,0,0.187
1036,2022,Greg Allen,PIT,46,118,134,22,16,4,0,2,17,8,10,0,42,2,1,3,2,8,2,0.186
1037,2023,Franmil Reyes,KCR,19,59,65,11,9,0,0,2,5,7,4,0,24,0,2,0,3,0,0,0.186
1038,2022,Martín Maldonado,HOU,113,344,379,64,37,12,0,15,40,45,22,0,116,7,2,4,6,0,0,0.186
1039,2022,Tim Locastro,NYY,38,43,46,8,5,1,0,2,13,4,2,0,7,1,0,0,0,8,2,0.186
1040,2023,Jared Young,CHC,16,43,47,8,3,0,3,2,8,8,3,0,13,1,0,0,1,2,0,0.186
1041,2022,Jack Mayfield,LAA,23,70,74,13,10,1,1,1,8,6,3,0,17,1,0,0,1,1,0,0.186
1042,2022,Abraham Toro,SEA,109,324,352,60,36,13,1,10,36,35,22,1,65,2,4,0,4,2,0,0.185
1043,2023,Avisaíl García,MIA,37,108,118,20,13,3,1,3,8,12,6,1,39,2,0,0,1,2,0,0.185
1044,2023,Kevin Smith,OAK,49,135,146,25,16,4,0,5,15,11,5,0,51,1,0,5,3,1,0,0.185
1045,2022,Marwin Gonzalez,NYY,86,184,207,34,21,7,0,6,20,18,14,0,54,4,2,3,8,3,0,0.185
1046,2023,Danny Mendick,NYM,35,65,69,12,8,3,0,1,4,4,4,0,15,0,0,0,1,1,0,0.185
1047,2023,Josh Smith,TEX,90,195,232,36,21,8,1,6,29,15,25,0,55,9,1,2,3,1,0,0.185
1048,2022,Brett Baty,NYM,11,38,42,7,5,0,0,2,4,5,2,0,8,1,0,0,0,0,0,0.184
1049,2023,Coco Montes,COL,18,38,41,7,4,2,0,1,3,3,2,0,12,1,0,0,0,0,0,0.184
1050,2022,Ernie Clement,2 Tms,70,163,179,30,26,4,0,0,19,6,11,0,26,2,1,2,3,0,1,0.184
1051,2022,Trent Grisham,SDP,152,451,524,83,48,16,2,17,58,53,57,1,150,7,2,7,3,7,1,0.184
1052,2022,Sam Hilliard,COL,70,174,200,32,23,6,1,2,26,14,23,0,57,1,2,0,2,5,1,0.184
1053,2023,Austin Hedges,2 Tms,82,185,212,34,28,5,0,1,14,16,11,0,47,2,3,10,7,1,0,0.184
1054,2022,Nick Pratto,KCR,49,158,182,29,12,9,1,7,18,20,19,0,66,1,3,1,6,0,0,0.184
1055,2022,Juan Lagares,LAA,20,60,62,11,8,2,1,0,4,0,2,0,15,0,0,0,0,0,0,0.183
1056,2023,Juan Yepez,STL,28,60,65,11,8,1,0,2,5,2,4,0,20,1,0,0,0,0,1,0.183
1057,2023,Kolten Wong,2 Tms,87,224,250,41,31,6,0,4,25,27,18,0,53,5,3,0,1,3,2,0.183
1058,2023,Hunter Dozier,KCR,29,82,91,15,10,2,1,2,8,9,8,0,29,0,1,0,0,2,0,0.183
1059,2022,Elier Hernandez,TEX,14,33,35,6,4,2,0,0,4,3,1,0,15,0,1,0,1,0,0,0.182
1060,2022,Monte Harrison,LAA,9,11,14,2,1,0,0,1,5,3,2,0,8,1,0,0,1,1,0,0.182
1061,2022,Will Benson,CLE,28,55,61,10,9,1,0,0,8,3,3,0,19,2,0,1,1,0,0,0.182
1062,2022,Jerar Encarnación,MIA,23,77,81,14,8,3,0,3,7,14,3,0,32,0,1,0,3,2,0,0.182
1063,2023,Anthony Bemboom,BAL,6,11,13,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.182
1064,2023,Josh Lester,BAL,11,22,23,4,4,0,0,0,0,4,1,0,7,0,0,0,1,0,0,0.182
1065,2023,Peyton Burdick,MIA,14,33,37,6,3,2,0,1,4,2,3,0,18,1,0,0,0,1,0,0.182
1066,2022,Max Stassi,LAA,102,333,375,60,38,12,1,9,32,30,38,0,112,2,1,1,12,0,0,0.18
1067,2022,Tres Barrera,WSN,19,50,53,9,8,1,0,0,2,4,2,0,16,0,0,1,1,0,0,0.18
1068,2022,Kurt Suzuki,LAA,51,139,159,25,17,4,0,4,10,15,15,0,29,2,2,1,3,0,0,0.18
1069,2022,Kevin Smith,OAK,47,139,151,25,13,9,1,2,9,13,7,0,42,0,2,3,5,4,0,0.18
1070,2023,Austin Barnes,LAD,59,178,200,32,25,5,0,2,15,11,17,0,43,2,2,1,7,2,1,0.18
1071,2022,Jed Lowrie,OAK,50,167,184,30,22,5,0,3,14,16,15,0,39,0,2,0,5,1,0,0.18
1072,2022,Robinson Chirinos,BAL,67,195,220,35,22,9,0,4,10,22,19,0,67,4,1,1,4,1,0,0.179
1073,2022,Lorenzo Cain,MIL,43,145,156,26,20,5,0,1,17,9,8,0,36,2,1,0,4,2,2,0.179
1074,2023,Kyle Garlick,MIN,14,28,30,5,2,1,0,2,2,4,2,0,11,0,0,0,0,0,0,0.179
1075,2023,Heliot Ramos,SFG,25,56,60,10,5,4,0,1,5,2,4,0,20,0,0,0,1,0,0,0.179
1076,2022,Ryan Kreidler,DET,26,73,84,13,11,1,0,1,8,6,6,0,22,1,2,2,0,0,1,0.178
1077,2023,Mike Zunino,CLE,42,124,140,22,12,7,0,3,11,11,15,0,61,1,0,0,3,0,0,0.177
1078,2023,Joey Gallo,MIN,111,282,332,50,19,9,1,21,39,40,48,1,142,2,0,0,3,1,1,0.177
1079,2022,Bligh Madris,PIT,39,113,123,20,12,7,0,1,10,7,10,0,31,0,0,0,0,2,1,0.177
1080,2022,Cooper Hummel,ARI,66,176,201,31,17,8,3,3,20,17,23,0,64,1,1,0,4,4,1,0.176
1081,2022,Riley Adams,WSN,48,142,155,25,16,4,0,5,14,10,12,0,46,1,0,0,2,0,1,0.176
1082,2023,Nick Gordon,MIN,34,91,93,16,8,5,1,2,13,7,1,0,11,0,0,1,1,0,0,0.176
1083,2022,Jordan Luplow,ARI,83,205,234,36,20,5,0,11,26,28,25,1,60,3,1,0,5,5,1,0.176
1084,2023,Matt Carpenter,SDP,76,188,237,33,16,12,0,5,18,31,41,0,67,2,5,0,2,1,0,0.176
1085,2022,Ehire Adrianza,2 Tms,37,97,110,17,14,3,0,0,8,7,11,0,25,1,1,0,2,1,0,0.175
1086,2023,Curt Casali,CIN,40,80,96,14,12,2,0,0,8,6,11,0,23,2,0,3,1,0,0,0.175
1087,2023,Brett Wisely,SFG,51,120,131,21,14,5,0,2,10,8,9,0,40,0,1,1,2,2,1,0.175
1088,2022,Cole Tucker,PIT,18,63,63,11,9,1,1,0,3,2,0,0,25,0,0,0,1,1,0,0.175
1089,2023,Brett Phillips,LAA,40,63,71,11,7,1,0,3,9,6,8,0,36,0,0,0,0,3,1,0.175
1090,2022,Andrelton Simmons,CHC,35,75,85,13,12,1,0,0,8,7,7,0,13,0,0,3,5,4,0,0.173
1091,2023,Andrew Velazquez,LAA,54,81,94,14,9,3,0,2,12,3,10,0,30,0,0,3,1,13,3,0.173
1092,2023,Nick Maton,DET,93,249,293,43,26,9,0,8,29,32,38,1,73,3,2,1,4,1,2,0.173
1093,2023,Masyn Winn,STL,37,122,137,21,17,2,0,2,8,12,10,0,26,0,3,2,1,2,1,0.172
1094,2022,Taylor Walls,TBR,142,407,466,70,42,18,2,8,53,33,52,0,120,2,2,2,6,10,3,0.172
1095,2022,Esteury Ruiz,2 Tms,17,35,36,6,4,1,1,0,3,2,1,0,7,0,0,0,0,1,2,0.171
1096,2023,Seby Zavala,2 Tms,73,175,193,30,19,4,0,7,17,18,12,0,70,2,2,2,4,1,0,0.171
1097,2023,Blake Rutherford,WSN,16,35,36,6,6,0,0,0,4,2,1,0,10,0,0,0,1,0,0,0.171
1098,2023,Taylor Motter,STL,29,76,82,13,10,3,0,0,3,2,5,0,31,1,0,0,0,0,0,0.171
1099,2023,Vidal Bruján,TBR,37,76,84,13,11,2,0,0,14,6,5,0,21,2,0,1,1,3,2,0.171
1100,2023,TJ Hopkins,CIN,25,41,44,7,7,0,0,0,7,1,2,0,17,1,0,0,1,1,0,0.171
1101,2022,Yoshi Tsutsugo,PIT,50,170,193,29,23,4,0,2,11,19,19,0,50,0,4,0,3,0,0,0.171
1102,2023,Jonah Bride,OAK,40,88,106,15,12,3,0,0,9,7,11,0,22,4,2,1,3,0,1,0.17
1103,2022,Miguel Vargas,LAD,18,47,50,8,6,1,0,1,4,8,2,0,13,0,1,0,0,1,0,0.17
1104,2023,Derek Hill,WSN,13,47,50,8,7,1,0,0,3,1,3,0,11,0,0,0,0,1,0,0.17
1105,2022,Mickey Moniak,2 Tms,37,106,112,18,11,3,1,3,13,8,4,0,44,1,0,1,0,1,0,0.17
1106,2023,Bubba Thompson,TEX,37,53,60,9,4,4,1,0,10,4,4,0,16,1,1,1,0,4,2,0.17
1107,2022,Sandy León,2 Tms,34,71,86,12,9,3,0,0,6,4,13,0,27,0,0,2,2,0,0,0.169
1108,2022,Lewin Díaz,MIA,58,160,174,27,18,4,0,5,12,11,11,0,54,1,2,0,3,1,0,0.169
1109,2022,Lewis Brinson,SFG,16,36,39,6,1,2,0,3,5,4,2,0,14,0,0,1,0,1,0,0.167
1110,2022,Richie Martin,BAL,13,30,33,5,3,0,2,0,4,3,3,0,10,0,0,0,0,3,1,0.167
1111,2022,Chris Okey,CIN,7,12,13,2,2,0,0,0,3,0,0,0,5,1,0,0,0,0,0,0.167
1112,2022,Mark Vientos,NYM,16,36,41,6,4,1,0,1,3,3,5,0,12,0,0,0,1,0,0,0.167
1113,2022,Cal Stevenson,OAK,23,60,71,10,7,3,0,0,5,1,8,0,23,0,1,2,1,1,1,0.167
1114,2022,Michael Siani,CIN,9,24,24,4,4,0,0,0,1,0,0,0,7,0,0,0,1,0,1,0.167
1115,2022,Francisco Alvarez,NYM,5,12,14,2,0,1,0,1,3,1,2,0,4,0,0,0,1,0,0,0.167
1116,2022,JJ Bleday,MIA,65,204,238,34,17,10,2,5,21,16,30,0,67,2,2,0,5,4,1,0.167
1117,2023,Darick Hall,PHI,18,54,56,9,7,1,0,1,2,3,2,0,18,0,0,0,2,0,0,0.167
1118,2023,Dalton Guthrie,PHI,23,24,28,4,3,1,0,0,4,0,3,0,7,1,0,0,0,0,0,0.167
1119,2023,Buddy Kennedy,ARI,10,24,29,4,3,1,0,0,1,1,4,0,6,1,0,0,0,0,0,0.167
1120,2023,Vinny Capra,PIT,9,18,21,3,2,1,0,0,3,1,2,0,5,0,0,1,0,0,0,0.167
1121,2023,Michael Busch,LAD,27,72,81,12,7,3,0,2,9,7,8,0,27,0,1,0,0,1,0,0.167
1122,2023,Matt Mervis,CHC,27,90,99,15,10,2,0,3,8,11,8,0,32,1,0,0,1,0,0,0.167
1123,2022,Cristian Pache,OAK,91,241,260,40,30,5,2,3,18,18,15,0,70,1,0,3,5,2,2,0.166
1124,2023,AJ Pollock,2 Tms,54,133,144,22,13,4,0,5,15,15,9,0,32,0,2,0,1,0,1,0.165
1125,2022,Magneuris Sierra,LAA,45,91,96,15,11,1,3,0,7,5,4,0,25,0,0,1,0,6,1,0.165
1126,2023,Jon Singleton,2 Tms,36,91,105,15,10,3,0,2,11,12,13,0,23,0,1,0,2,0,0,0.165
1127,2022,Travis Jankowski,2 Tms,44,55,64,9,9,0,0,0,11,2,8,0,10,1,0,0,0,3,0,0.164
1128,2023,Ji Man Choi,2 Tms,39,104,117,17,6,5,0,6,12,13,10,0,35,1,2,0,2,0,0,0.163
1129,2023,Trayce Thompson,2 Tms,72,153,179,25,17,2,0,6,17,17,24,0,77,2,0,0,1,2,0,0.163
1130,2022,Austin Hedges,CLE,105,294,338,48,37,4,0,7,26,30,25,0,78,6,3,10,12,2,0,0.163
1131,2022,Vidal Bruján,TBR,52,147,162,24,16,5,0,3,13,16,12,0,37,1,2,0,2,5,5,0.163
1132,2023,Michael Toglia,COL,45,141,152,23,14,5,0,4,18,9,10,0,50,1,0,0,3,1,1,0.163
1133,2023,Bryce Johnson,SFG,30,43,48,7,5,1,0,1,7,3,4,0,15,0,1,0,0,3,0,0.163
1134,2023,Yu Chang,BOS,39,105,112,17,9,2,0,6,12,18,3,0,34,2,0,2,2,4,0,0.162
1135,2023,Jason Vosler,CIN,20,62,65,10,4,2,1,3,6,10,3,0,25,0,0,0,0,0,0,0.161
1136,2023,Travis Blankenhorn,WSN,10,31,37,5,4,0,0,1,2,1,6,0,6,0,0,0,0,0,0,0.161
1137,2022,Stephen Vogt,OAK,70,168,191,27,15,4,1,7,18,23,17,0,46,2,4,0,4,1,0,0.161
1138,2022,Joey Gallo,2 Tms,126,350,410,56,27,8,2,19,48,47,56,0,163,3,1,0,0,3,0,0.16
1139,2022,Eddy Alvarez,LAD,14,25,27,4,4,0,0,0,1,3,0,0,9,0,1,1,1,1,0,0.16
1140,2022,Korey Lee,HOU,12,25,26,4,2,2,0,0,1,4,1,0,9,0,0,0,1,0,0,0.16
1141,2023,Chris Owings,PIT,11,25,25,4,4,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0.16
1142,2023,Tyler Soderstrom,OAK,45,125,138,20,16,1,0,3,9,7,11,0,43,1,1,0,6,0,0,0.16
1143,2022,Meibrys Viloria,TEX,26,63,75,10,7,1,0,2,10,5,11,0,29,0,1,0,0,0,0,0.159
1144,2022,Steven Souza Jr.,SEA,6,19,19,3,3,0,0,0,0,1,0,0,8,0,0,0,2,0,0,0.158
1145,2022,Guillermo Heredia,ATL,74,76,82,12,5,3,1,3,12,8,6,0,32,0,0,0,1,0,0,0.158
1146,2022,Donovan Walton,2 Tms,25,76,78,12,3,8,0,1,9,8,1,0,16,1,0,0,1,0,0,0.158
1147,2022,Paul DeJong,STL,77,210,237,33,18,9,0,6,19,25,21,0,79,4,2,0,2,3,2,0.157
1148,2023,Kyle Lewis,ARI,16,51,54,8,5,2,0,1,2,2,3,0,21,0,0,0,0,0,0,0.157
1149,2022,Austin Romine,3 Tms,51,129,136,20,14,3,0,3,10,9,4,0,46,1,0,2,2,0,0,0.155
1150,2022,Zack Collins,2 Tms,36,97,108,15,7,4,0,4,9,11,9,0,41,1,1,0,0,0,0,0.155
1151,2022,Max Schrock,CIN,13,26,27,4,4,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0.154
1152,2022,Sebastián Rivero,KCR,17,26,29,4,4,0,0,0,2,1,2,0,10,0,0,1,0,0,0,0.154
1153,2022,Jeter Downs,BOS,14,39,41,6,4,1,0,1,4,4,1,0,21,0,1,0,0,0,0,0.154
1154,2023,Taylor Kohlwey,SDP,5,13,13,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.154
1155,2023,Bligh Madris,HOU,12,26,30,4,3,1,0,0,4,0,4,0,7,0,0,0,0,0,0,0.154
1156,2022,Steven Duggar,3 Tms,29,72,80,11,7,3,1,0,7,4,7,0,41,0,1,0,0,5,1,0.153
1157,2022,Jose Barrero,CIN,48,165,174,25,20,3,0,2,13,10,9,0,76,0,0,0,4,4,1,0.152
1158,2023,Josh Donaldson,2 Tms,51,165,189,25,7,5,0,13,18,26,22,0,50,0,2,0,6,0,0,0.152
1159,2023,Everson Pereira,NYY,27,93,103,14,10,4,0,0,6,10,8,0,40,2,0,0,1,4,0,0.151
1160,2022,Robinson Canó,3 Tms,33,100,104,15,13,1,0,1,5,4,4,0,25,0,0,0,2,0,0,0.15
