#,Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
667,2022,Ji Hwan Bae,PIT,10,37,0,5,6,3,5.40%,16.20%,0.091,0.407,0.333,0.405,0.424,0.37,,138,1,2.6,-1.6,0.2
668,2023,Yu Chang,BOS,39,112,6,12,18,4,2.70%,30.40%,0.19,0.169,0.162,0.2,0.352,0.236,,39,1.6,-6.6,5.2,0.2
669,2022,Austin Nola,SDP,110,397,4,40,40,2,8.60%,15.10%,0.078,0.284,0.251,0.321,0.329,0.29,,90,-0.8,-5.4,-5.8,0.2
670,2023,Jo Adell,LAA,17,62,3,7,6,1,6.50%,40.30%,0.241,0.3,0.207,0.258,0.448,0.299,,86,0.4,-0.6,0.8,0.2
671,2023,Luke Maile,CIN,78,199,6,17,25,2,7.00%,24.60%,0.156,0.29,0.235,0.308,0.391,0.307,,86,-3,-6.5,2,0.2
672,2022,Joe Dunand,MIA,3,11,1,2,1,0,0.00%,27.30%,0.4,0.333,0.3,0.364,0.7,0.449,,193,0.1,1.3,0.5,0.2
673,2023,Jordan Walker,STL,117,465,16,51,51,7,8.00%,22.40%,0.169,0.331,0.276,0.342,0.445,0.341,,116,-1.2,8.1,-21.7,0.2
674,2022,Luis Barrera,OAK,32,85,1,3,7,3,7.10%,20.00%,0.104,0.283,0.234,0.294,0.338,0.28,,86,-0.8,-2.2,1.6,0.2
675,2022,Jordan Luplow,ARI,83,234,11,26,28,5,10.70%,25.60%,0.185,0.185,0.176,0.274,0.361,0.281,,79,0.3,-5.5,-0.3,0.2
676,2022,Esteban Quiroz,CHC,14,47,0,3,3,1,8.50%,19.10%,0,0.355,0.275,0.37,0.275,0.303,,95,0.2,-0.1,0.6,0.2
677,2023,Jake Marisnick,3 Tms,46,83,2,10,10,2,3.60%,25.30%,0.171,0.296,0.237,0.28,0.408,0.294,,85,-0.9,-2.4,1.8,0.2
678,2022,Mauricio Dubón,2 Tms,104,265,5,31,24,2,4.90%,11.30%,0.099,0.221,0.214,0.252,0.313,0.248,,59,-0.8,-13.1,6.6,0.2
679,2023,Michael Brantley,HOU,15,57,2,7,7,0,3.50%,3.50%,0.148,0.255,0.278,0.298,0.426,0.309,,96,-0.1,-0.4,0.5,0.2
680,2022,Ryan Kreidler,DET,26,84,1,8,6,0,7.10%,26.20%,0.055,0.231,0.178,0.244,0.233,0.218,,37,0.7,-5.2,4.5,0.2
681,2023,Estevan Florial,NYY,19,71,0,5,8,3,9.90%,28.20%,0.082,0.333,0.23,0.324,0.311,0.288,,83,0.8,-0.7,0.4,0.2
682,2022,Greg Allen,PIT,46,134,2,17,8,8,7.50%,31.30%,0.085,0.267,0.186,0.26,0.271,0.242,,51,2.7,-5,2.4,0.2
683,2023,Tyler Fitzgerald,SFG,10,34,2,3,5,2,5.90%,29.40%,0.25,0.25,0.219,0.265,0.469,0.31,,97,0.5,0.3,0.5,0.2
684,2023,Abraham Toro,MIL,9,21,2,4,9,0,9.50%,23.80%,0.333,0.545,0.444,0.524,0.778,0.544,,250,-0.6,3.3,-2.1,0.2
685,2022,Kyle Stowers,BAL,34,98,3,11,11,0,5.10%,29.60%,0.165,0.339,0.253,0.306,0.418,0.316,,109,-0.9,0.1,-1.3,0.2
686,2022,Derek Hill,DET,31,92,1,8,3,3,5.40%,30.40%,0.06,0.327,0.229,0.27,0.289,0.249,,59,0.8,-3.5,2.4,0.2
687,2022,Nolan Jones,CLE,28,94,2,10,13,0,8.50%,33.00%,0.128,0.358,0.244,0.309,0.372,0.297,,95,-0.8,-1.3,0.2,0.2
688,2023,Curtis Mead,TBR,24,92,1,12,5,0,7.60%,22.80%,0.096,0.328,0.253,0.326,0.349,0.302,,95,-1,-1.6,0.4,0.2
689,2023,Amed Rosario,2 Tms,142,545,6,70,58,15,5.30%,18.20%,0.116,0.314,0.263,0.305,0.378,0.297,,88,-2,-9.6,-7,0.2
690,2023,Nick Fortes,MIA,108,323,6,33,26,4,5.30%,18.30%,0.095,0.234,0.204,0.263,0.299,0.251,,53,-1.5,-20.4,11.3,0.2
691,2022,Elehuris Montero,COL,53,185,6,21,20,0,4.30%,32.40%,0.199,0.318,0.233,0.27,0.432,0.303,,79,0.3,-4.3,-0.2,0.2
692,2023,Drew Millas,WSN,11,33,1,1,6,0,12.10%,15.20%,0.179,0.318,0.286,0.375,0.464,0.365,,130,-0.4,0.8,-0.1,0.2
693,2022,Nick Madrigal,CHC,59,228,0,19,7,3,6.10%,11.80%,0.033,0.286,0.249,0.305,0.282,0.267,,71,-0.4,-8.2,2.2,0.2
694,2022,Skye Bolt,OAK,42,116,4,10,13,5,6.00%,25.90%,0.132,0.233,0.198,0.259,0.33,0.261,,72,1.1,-2.5,0.6,0.2
695,2023,Rob Refsnyder,BOS,89,243,1,31,28,7,13.60%,19.30%,0.069,0.316,0.248,0.365,0.317,0.314,,93,-1.4,-3.5,-2.9,0.2
696,2022,Nomar Mazara,SDP,55,171,2,16,18,0,5.80%,23.40%,0.088,0.342,0.264,0.316,0.352,0.297,,95,0,-0.9,-3.1,0.2
697,2022,David Hensley,HOU,16,34,1,7,5,0,14.70%,17.60%,0.241,0.409,0.345,0.441,0.586,0.44,,194,-1.1,2.5,-1.8,0.2
698,2023,Tyler Freeman,CLE,64,168,4,20,18,5,6.00%,17.90%,0.124,0.275,0.242,0.295,0.366,0.29,,84,1.5,-1.7,-2.2,0.2
699,2023,Brice Turang,MIL,137,448,6,46,34,26,8.50%,21.00%,0.082,0.268,0.218,0.285,0.3,0.262,,60,3.9,-18.1,4.7,0.2
700,2022,Francisco Mejía,TBR,93,299,6,32,31,0,2.30%,21.70%,0.138,0.292,0.242,0.264,0.381,0.279,,85,-2.4,-7.5,-0.3,0.2
701,2022,Dérmis Garcia,OAK,39,125,5,13,20,0,6.40%,44.00%,0.181,0.339,0.207,0.264,0.388,0.285,,89,-0.2,-1.7,-0.6,0.2
702,2022,Christian Arroyo,BOS,87,300,6,32,36,5,4.30%,16.30%,0.129,0.326,0.286,0.322,0.414,0.319,,102,-3.2,-2.6,-5.3,0.2
703,2022,Ben DeLuzio,STL,22,25,0,3,0,0,12.00%,20.00%,0.05,0.2,0.15,0.292,0.2,0.242,,55,0.1,-1.2,2,0.2
704,2022,Jason Delay,PIT,57,167,1,17,11,0,5.40%,29.90%,0.058,0.308,0.213,0.265,0.271,0.243,,51,-1.8,-11.3,7.3,0.2
705,2023,Tucker Barnhart,CHC,47,123,1,6,9,1,9.80%,34.10%,0.055,0.313,0.202,0.285,0.257,0.25,,53,-1.3,-8.4,6,0.2
706,2022,Kyle Garlick,MIN,66,162,9,23,18,0,4.90%,29.60%,0.2,0.277,0.233,0.284,0.433,0.311,,104,1.1,1.8,-5.4,0.2
707,2023,Anthony Rendon,LAA,43,183,2,23,22,2,13.70%,14.80%,0.081,0.268,0.236,0.361,0.318,0.312,,95,-0.2,-1.3,-3.2,0.2
708,2023,Zach Remillard,CHW,54,160,1,16,18,4,5.00%,30.00%,0.068,0.367,0.252,0.295,0.32,0.27,,67,1.9,-4.3,0.5,0.2
709,2022,P.J. Higgins,CHC,74,229,6,23,30,0,9.60%,25.30%,0.154,0.29,0.229,0.31,0.383,0.306,,97,-1.2,-1.9,-4.3,0.2
710,2023,Spencer Horwitz,TOR,15,44,1,5,7,0,9.10%,27.30%,0.128,0.346,0.256,0.341,0.385,0.322,,106,0,0.3,-0.2,0.2
711,2023,Dylan Carlson,STL,76,255,5,27,27,3,10.20%,19.20%,0.114,0.256,0.219,0.318,0.333,0.293,,84,0.1,-5,-2.1,0.2
712,2023,Chad Wallach,LAA,65,172,7,18,15,0,7.60%,33.10%,0.178,0.258,0.197,0.259,0.376,0.275,,70,-0.9,-7.1,2.9,0.2
713,2022,Monte Harrison,LAA,9,14,1,5,3,1,14.30%,57.10%,0.273,0.5,0.182,0.357,0.455,0.361,,136,0.5,1,0,0.2
714,2023,Bryan De La Cruz,MIA,153,626,19,60,78,4,6.40%,22.70%,0.154,0.307,0.257,0.304,0.411,0.309,,92,-2.7,-9.2,-10.6,0.2
715,2023,Marco Luciano,SFG,14,45,0,4,0,1,13.30%,37.80%,0.077,0.409,0.231,0.333,0.308,0.293,,86,0.3,-0.5,0.5,0.2
716,2023,Isiah Kiner-Falefa,NYY,115,361,6,39,37,14,7.80%,19.40%,0.098,0.289,0.242,0.306,0.34,0.286,,82,-2.6,-10.5,-0.2,0.2
717,2023,Weston Wilson,PHI,8,22,1,5,2,3,27.30%,22.70%,0.188,0.4,0.313,0.5,0.5,0.441,,180,0.3,2.5,-1.7,0.2
718,2023,Eguy Rosario,SDP,11,37,2,6,6,0,2.70%,32.40%,0.25,0.318,0.25,0.27,0.5,0.322,,106,-0.2,0.1,0.2,0.2
719,2023,Drew Ellis,PHI,12,29,2,4,4,0,20.70%,24.10%,0.261,0.214,0.217,0.379,0.478,0.373,,135,-0.5,0.8,-0.2,0.2
720,2023,Daniel Vogelbach,NYM,104,319,13,33,48,0,13.20%,25.40%,0.171,0.282,0.233,0.339,0.404,0.327,,109,-3.7,-0.2,-9.2,0.1
721,2022,Otto Lopez,TOR,8,10,0,0,3,0,10.00%,10.00%,0,0.75,0.667,0.7,0.667,0.599,,307,-0.2,2.1,-1,0.1
722,2023,Jonathan Aranda,TBR,34,103,2,13,13,0,12.60%,30.10%,0.138,0.327,0.23,0.34,0.368,0.312,,102,0.1,0.3,-2.4,0.1
723,2023,Miguel Vargas,LAD,81,304,7,36,32,3,12.50%,20.10%,0.172,0.224,0.195,0.305,0.367,0.295,,85,0.5,-5.1,-3.8,0.1
724,2023,Michael Chavis,WSN,48,96,2,16,5,1,5.20%,34.40%,0.099,0.357,0.242,0.281,0.341,0.273,,68,0.7,-3.1,1.2,0.1
725,2022,Gavin Sheets,CHW,124,410,15,34,53,0,6.60%,21.00%,0.17,0.272,0.241,0.295,0.411,0.308,,99,-2.6,-2.9,-8.8,0.1
726,2023,Luis García Jr.,WSN,122,482,9,61,50,9,5.60%,12.40%,0.119,0.286,0.266,0.304,0.385,0.297,,84,-2.6,-12.3,-2.7,0.1
727,2023,Miguel Andujar,PIT,30,90,4,9,18,2,6.70%,14.40%,0.226,0.254,0.25,0.3,0.476,0.33,,105,0.5,1,-2.7,0.1
728,2023,Tyler Wade,OAK,26,55,0,8,2,4,7.30%,23.60%,0.059,0.342,0.255,0.309,0.314,0.278,,79,0.6,-0.8,0.3,0.1
729,2022,Jaylin Davis,BOS,12,27,0,4,2,0,11.10%,40.70%,0.042,0.615,0.333,0.407,0.375,0.352,,126,0.1,0.8,-0.4,0.1
730,2023,Sam Huff,TEX,21,45,3,5,6,0,4.40%,37.80%,0.256,0.348,0.256,0.289,0.512,0.337,,113,0.1,0.8,-1,0.1
731,2023,José Azocar,SDP,55,102,2,16,9,8,3.90%,23.50%,0.132,0.292,0.231,0.278,0.363,0.28,,78,1.5,-1.2,-0.9,0.1
732,2023,Jake McCarthy,ARI,99,312,2,37,16,26,8.30%,19.90%,0.083,0.305,0.243,0.318,0.326,0.289,,79,4.1,-4.2,-5.1,0.1
733,2023,JJ Bleday,OAK,82,303,10,35,27,5,13.90%,23.80%,0.16,0.226,0.195,0.31,0.355,0.297,,92,1,-2.1,-6.9,0.1
734,2022,Pavin Smith,ARI,75,277,9,24,33,1,10.10%,24.20%,0.147,0.262,0.22,0.3,0.367,0.294,,88,0.5,-3.4,-4.7,0.1
735,2023,Ildemaro Vargas,WSN,86,286,4,32,31,1,6.60%,7.00%,0.111,0.259,0.252,0.304,0.363,0.292,,81,-2.7,-9.6,1.1,0.1
736,2023,Santiago Espinal,TOR,93,254,2,30,25,2,7.10%,14.20%,0.087,0.285,0.248,0.31,0.335,0.285,,80,0.4,-5.6,-1.8,0.1
737,2022,Shea Langeliers,OAK,40,153,6,14,22,0,5.90%,34.60%,0.211,0.294,0.218,0.261,0.43,0.296,,96,-0.3,-0.9,-2.8,0.1
738,2023,Dominic Smith,WSN,153,586,12,57,46,1,8.00%,15.50%,0.112,0.286,0.254,0.326,0.366,0.306,,90,-3.9,-11.1,-7.7,0.1
739,2022,Nelson Velázquez,CHC,77,206,6,20,26,5,9.20%,31.60%,0.168,0.281,0.205,0.286,0.373,0.291,,87,0.1,-3,-2.9,0.1
740,2023,Nolan Schanuel,LAA,29,132,1,19,6,0,15.20%,14.40%,0.055,0.326,0.275,0.402,0.33,0.336,,112,-0.4,1.6,-4.9,0.1
741,2022,Yu Chang,4 Tms,69,190,4,19,15,0,8.40%,31.10%,0.107,0.29,0.208,0.289,0.315,0.273,,77,-1.5,-6.6,1.5,0.1
742,2022,Gosuke Katoh,TOR,8,11,0,2,0,0,27.30%,9.10%,0.143,0.167,0.143,0.4,0.286,0.333,,119,0.2,0.4,0.3,0.1
743,2022,Charlie Blackmon,COL,135,577,16,60,78,4,5.50%,18.90%,0.155,0.304,0.264,0.314,0.419,0.317,,89,1.4,-6.2,-12.2,0.1
744,2022,Brett Phillips,2 Tms,83,225,5,22,15,7,7.10%,41.80%,0.104,0.233,0.144,0.217,0.249,0.213,,38,3.8,-11.9,5.8,0.1
745,2023,Jonathan Davis,MIA,34,104,2,22,10,1,6.70%,27.90%,0.133,0.328,0.244,0.307,0.378,0.298,,85,0.5,-1.5,-0.9,0.1
746,2023,Kevin Pillar,ATL,81,206,9,29,32,4,2.90%,24.30%,0.188,0.255,0.228,0.248,0.416,0.28,,71,1.1,-6.2,0.3,0.1
747,2023,Tony Kemp,OAK,124,419,5,42,27,15,10.50%,9.50%,0.095,0.221,0.209,0.303,0.304,0.276,,77,-1.1,-12.8,-0.4,0.1
748,2023,Ben Rortvedt,NYY,32,79,2,6,4,0,13.90%,24.10%,0.103,0.128,0.118,0.241,0.221,0.219,,35,0.1,-6.1,4.4,0.1
749,2022,Edwin Ríos,LAD,27,92,7,12,17,0,5.40%,39.10%,0.256,0.326,0.244,0.293,0.5,0.338,,120,-0.7,1.5,-3.7,0.1
750,2023,David Peralta,LAD,133,422,7,47,55,4,4.70%,17.10%,0.122,0.296,0.259,0.294,0.381,0.29,,82,-4.1,-13.4,0,0.1
751,2022,Jared Young,CHC,6,22,0,2,0,1,13.60%,31.80%,0.105,0.417,0.263,0.364,0.368,0.329,,113,0.3,0.6,-0.5,0.1
752,2023,Dalton Guthrie,PHI,23,28,0,4,0,0,10.70%,25.00%,0.042,0.235,0.167,0.286,0.208,0.239,,45,0.4,-1.5,1.4,0.1
753,2022,Yadier Molina,STL,80,270,5,19,24,2,1.90%,14.80%,0.088,0.234,0.214,0.233,0.302,0.235,,50,-4.4,-20.2,12,0.1
754,2023,Evan Longoria,ARI,74,237,11,25,28,0,9.70%,30.80%,0.199,0.277,0.223,0.295,0.422,0.308,,92,-2.5,-5,-2.2,0.1
755,2022,Connor Wong,BOS,27,56,1,8,7,0,8.90%,28.60%,0.125,0.25,0.188,0.273,0.313,0.263,,62,0.8,-1.6,0.6,0.1
756,2022,Marwin Gonzalez,NYY,86,207,6,20,18,3,6.80%,26.10%,0.136,0.222,0.185,0.255,0.321,0.257,,66,-1.1,-8.9,3.1,0.1
757,2023,Cody Thomas,OAK,19,46,1,1,2,0,8.70%,37.00%,0.143,0.375,0.238,0.304,0.381,0.3,,94,-0.7,-1,0.2,0.1
758,2022,Matt Wallner,MIN,18,65,2,4,10,1,9.20%,38.50%,0.158,0.367,0.228,0.323,0.386,0.311,,104,0.4,0.7,-2.1,0.1
759,2022,Lewis Brinson,SFG,16,39,3,5,4,1,5.10%,35.90%,0.306,0.158,0.167,0.211,0.472,0.289,,89,0.5,0,-0.6,0.1
760,2022,Dixon Machado,SFG,5,17,0,1,0,0,5.90%,29.40%,0,0.3,0.2,0.294,0.2,0.239,,54,0,-0.9,1,0.1
761,2022,Pedro Severino,MIL,8,21,0,0,1,0,14.30%,33.30%,0.111,0.364,0.222,0.333,0.333,0.303,,94,0.1,-0.1,0,0.1
762,2023,Carlos Pérez,OAK,68,189,6,17,20,0,6.90%,21.20%,0.131,0.256,0.226,0.293,0.357,0.285,,84,-0.7,-4.5,-1.3,0.1
763,2023,Cole Tucker,COL,5,10,0,2,2,0,10.00%,20.00%,0,0.667,0.5,0.6,0.5,0.495,,202,0.6,1.8,-1.5,0.1
764,2023,Logan Porter,KCR,11,38,1,4,3,0,13.20%,28.90%,0.129,0.263,0.194,0.324,0.323,0.297,,83,-1.4,-2.2,1.5,0.1
765,2023,Junior Caminero,TBR,7,36,1,4,7,0,5.60%,22.20%,0.118,0.28,0.235,0.278,0.353,0.276,,77,-0.2,-1.2,0.6,0.1
766,2022,Colin Moran,CIN,42,128,5,11,23,0,12.50%,23.40%,0.165,0.234,0.211,0.305,0.376,0.3,,87,-0.9,-2.9,-0.9,0.1
767,2022,Paul DeJong,STL,77,237,6,19,25,3,8.90%,33.30%,0.129,0.213,0.157,0.245,0.286,0.241,,54,-0.7,-13.4,6,0.1
768,2022,Dustin Garneau,DET,8,11,0,1,1,0,9.10%,36.40%,0.1,0.5,0.3,0.364,0.4,0.338,,121,0,0.3,0,0.1
769,2023,Kody Clemens,PHI,49,148,4,15,13,0,5.40%,27.00%,0.137,0.295,0.23,0.277,0.367,0.281,,73,0.6,-4.4,0,0.1
770,2023,Carson Kelly,2 Tms,52,151,2,13,13,1,9.30%,26.50%,0.081,0.274,0.206,0.278,0.287,0.255,,56,0.5,-7.5,3,0.1
771,2023,Raimel Tapia,3 Tms,64,169,3,28,13,10,10.10%,23.70%,0.101,0.302,0.236,0.317,0.338,0.293,,80,2.4,-1.7,-3.4,0.1
772,2023,Heston Kjerstad,BAL,13,33,2,3,3,0,6.10%,30.30%,0.233,0.278,0.233,0.281,0.467,0.318,,104,0,0.1,-0.7,0.1
773,2022,Richie Martin,BAL,13,33,0,4,3,3,9.10%,30.30%,0.133,0.25,0.167,0.242,0.3,0.24,,55,-0.5,-2.2,1.7,0.1
774,2022,Luis García Jr.,WSN,93,377,7,29,45,3,2.90%,22.30%,0.133,0.337,0.275,0.295,0.408,0.303,,93,-2.5,-5.4,-6.8,0.1
775,2022,Maikel Garcia,KCR,9,23,0,1,2,0,4.30%,21.70%,0.045,0.412,0.318,0.348,0.364,0.315,,101,-0.2,-0.2,0,0.1
776,2023,Ceddanne Rafaela,BOS,28,89,2,11,5,3,4.50%,31.50%,0.145,0.333,0.241,0.281,0.386,0.287,,74,0,-2.7,0.3,0.1
777,2022,Brandon Belt,SFG,78,298,8,25,23,1,12.40%,27.20%,0.138,0.277,0.213,0.326,0.35,0.303,,98,-1,-1.7,-7.8,0.1
778,2022,Nick Solak,TEX,35,95,3,14,4,3,7.40%,20.00%,0.122,0.233,0.207,0.309,0.329,0.291,,86,0.6,-0.9,-1.6,0.1
779,2023,Bryce Johnson,SFG,30,48,1,7,3,3,8.30%,31.30%,0.093,0.214,0.163,0.229,0.256,0.218,,35,1.8,-2,0.9,0.1
780,2022,Jake Hager,ARI,28,59,0,4,3,0,13.60%,28.80%,0.04,0.364,0.24,0.345,0.28,0.291,,86,0.5,-0.5,-1,0.1
781,2022,Terrin Vavra,BAL,40,103,1,14,12,0,11.70%,18.40%,0.079,0.31,0.258,0.34,0.337,0.303,,99,-1.7,-1.8,-1,0
782,2023,Vinnie Pasquantino,KCR,61,260,9,24,26,0,9.60%,11.90%,0.19,0.25,0.247,0.324,0.437,0.327,,103,-2.7,-1.7,-6.7,0
783,2023,Joey Votto,CIN,65,242,14,26,38,0,11.20%,25.60%,0.231,0.212,0.202,0.314,0.433,0.326,,98,-0.6,-1.1,-6.7,0
784,2022,Francisco Alvarez,NYM,5,14,1,3,1,0,14.30%,28.60%,0.333,0.143,0.167,0.286,0.5,0.336,,121,-0.2,0.1,-0.3,0
785,2022,Sergio Alcántara,2 Tms,93,224,6,26,29,1,5.40%,25.40%,0.137,0.267,0.22,0.261,0.356,0.269,,71,-0.1,-7.5,0.3,0
786,2023,Andrew Stevenson,MIN,25,40,0,4,1,4,5.00%,20.00%,0.027,0.241,0.189,0.25,0.216,0.216,,32,0.5,-2.7,1.7,0
787,2023,Conner Capel,OAK,32,86,0,6,3,5,14.00%,29.10%,0.068,0.396,0.26,0.372,0.329,0.322,,109,-0.7,0.2,-2.8,0
788,2022,Buddy Kennedy,ARI,30,94,1,10,12,0,8.50%,24.50%,0.108,0.279,0.217,0.287,0.325,0.271,,72,0.1,-2.9,0.1,0
789,2022,Mark Kolozsvary,CIN,10,21,1,3,3,0,4.80%,42.90%,0.25,0.3,0.2,0.238,0.45,0.294,,83,-0.2,-0.6,0.2,0
790,2022,Adalberto Mondesi,KCR,15,54,0,3,3,5,7.40%,37.00%,0,0.233,0.14,0.204,0.14,0.166,,-4,1,-5.4,4,0
791,2022,Cam Gallagher,KCR,18,47,0,1,5,0,6.40%,27.70%,0.119,0.31,0.214,0.267,0.333,0.265,,66,0.2,-1.6,0.4,0
792,2022,Max Stassi,LAA,102,375,9,32,30,0,10.10%,29.90%,0.123,0.239,0.18,0.267,0.303,0.258,,63,-2.7,-18.2,6.5,0
793,2023,Nathan Lukes,TOR,29,31,0,4,2,0,12.90%,29.00%,0.115,0.278,0.192,0.29,0.308,0.266,,67,0.4,-0.8,0,0
794,2023,Alfonso Rivas,2 Tms,48,123,3,8,15,1,7.30%,29.30%,0.193,0.31,0.229,0.303,0.422,0.313,,94,-0.5,-1.3,-2.6,0
795,2022,Alejo Lopez,CIN,61,156,1,15,10,3,5.80%,13.50%,0.069,0.301,0.262,0.314,0.331,0.286,,77,-0.3,-4.4,-0.7,0
796,2022,René Pinto,TBR,25,83,2,5,10,0,2.40%,42.20%,0.113,0.349,0.213,0.241,0.325,0.249,,63,-0.7,-4.1,1.7,0
797,2023,David Fry,CLE,58,113,4,12,15,2,7.10%,26.50%,0.178,0.299,0.238,0.319,0.416,0.321,,106,0.6,1.4,-5,0
798,2023,Óscar Mercado,STL,20,32,0,3,5,2,3.10%,12.50%,0.097,0.333,0.29,0.313,0.387,0.304,,91,0.3,0,-0.9,0
799,2022,Ezequiel Duran,TEX,58,220,5,25,25,4,5.50%,24.50%,0.13,0.295,0.236,0.277,0.365,0.282,,80,-0.2,-5.2,-1.6,0
800,2022,Daz Cameron,DET,21,70,1,6,8,2,7.10%,28.60%,0.125,0.302,0.219,0.286,0.344,0.28,,80,1.1,-0.4,-1.7,0
801,2023,MJ Melendez,KCR,148,602,16,65,56,6,10.30%,28.20%,0.163,0.311,0.235,0.316,0.398,0.31,,92,-0.9,-6.7,-13.6,0
802,2023,Elias Díaz,COL,141,526,14,48,72,1,6.50%,22.40%,0.142,0.324,0.267,0.316,0.409,0.314,,81,-0.5,-13,-4.8,0
803,2023,Anthony Bemboom,BAL,6,13,0,0,0,0,15.40%,15.40%,0,0.222,0.182,0.308,0.182,0.243,,52,0.1,-0.7,0.3,0
804,2022,Juan Yepez,STL,76,274,12,27,30,0,5.80%,22.30%,0.194,0.283,0.253,0.296,0.447,0.319,,107,-1.7,0.6,-9.8,0
805,2023,Vinny Capra,PIT,9,21,0,3,1,0,9.50%,23.80%,0.056,0.231,0.167,0.25,0.222,0.22,,31,0.2,-1.6,1,0
806,2022,Romy Gonzalez,CHW,32,109,2,15,11,0,1.80%,35.80%,0.114,0.354,0.238,0.257,0.352,0.264,,68,-0.6,-4.4,1,0
807,2022,Tim Locastro,NYY,38,46,2,13,4,8,4.30%,15.20%,0.163,0.176,0.186,0.239,0.349,0.259,,68,1.7,0,-1.4,0
808,2023,Sam Hilliard,ATL,40,78,3,15,6,4,7.70%,42.30%,0.194,0.389,0.236,0.295,0.431,0.312,,93,-0.3,-1,-1.6,0
809,2023,Dane Myers,MIA,22,70,1,9,9,1,2.90%,27.10%,0.09,0.354,0.269,0.286,0.358,0.278,,71,0.4,-2.1,-0.2,0
810,2023,Austin Wynns,3 Tms,51,145,1,11,10,1,6.20%,26.90%,0.069,0.286,0.208,0.268,0.277,0.245,,37,-1.5,-13,8,0
811,2022,Matthew Batten,SDP,15,22,0,0,1,0,9.10%,27.30%,0.053,0.154,0.105,0.227,0.158,0.193,,24,0,-2,1.2,0
812,2022,Pablo Reyes,MIL,6,16,0,1,0,0,6.30%,12.50%,0,0.308,0.267,0.313,0.267,0.264,,67,0.1,-0.5,0,0
813,2023,Joshua Palacios,PIT,91,264,10,26,40,5,4.50%,21.20%,0.174,0.269,0.239,0.279,0.413,0.297,,83,-1.1,-6.8,-2.2,0
814,2023,Manny Piña,OAK,4,12,1,1,1,0,0.00%,25.00%,0.25,0.25,0.25,0.25,0.5,0.314,,103,-0.3,-0.3,-0.2,0
815,2023,Joey Bart,SFG,30,95,0,9,5,0,3.20%,24.20%,0.057,0.277,0.207,0.263,0.264,0.239,,49,0.5,-5.5,2.2,0
816,2022,Logan O'Hoppe,LAA,5,16,0,1,2,0,12.50%,18.80%,0,0.364,0.286,0.375,0.286,0.307,,98,-0.6,-0.7,0.1,0
817,2023,José Fermín,STL,21,61,0,2,4,0,9.80%,13.10%,0.02,0.279,0.235,0.339,0.255,0.281,,76,-1.1,-2.9,0.8,0
818,2022,Jose Herrera,ARI,47,124,0,9,5,0,7.30%,27.40%,0.018,0.273,0.189,0.25,0.207,0.213,,32,0.6,-9.2,5,0
819,2023,Kevin Newman,CIN,74,253,3,28,28,8,6.70%,13.40%,0.111,0.28,0.253,0.311,0.364,0.296,,78,0,-6.8,-1.9,0
820,2022,Gilberto Celestino,MIN,122,347,2,30,24,4,9.20%,22.20%,0.064,0.31,0.238,0.313,0.302,0.28,,82,-4.6,-11.7,0.6,0
821,2023,Liover Peguero,PIT,59,213,7,21,26,6,5.20%,31.50%,0.136,0.32,0.237,0.28,0.374,0.284,,74,-0.6,-7.5,0.1,0
822,2022,Dillon Thomas,LAA,8,14,0,1,0,0,14.30%,42.90%,0,0.2,0.091,0.286,0.091,0.213,,31,0.2,-0.9,0.3,0
823,2023,Buddy Kennedy,ARI,10,29,0,1,1,0,13.80%,20.70%,0.042,0.222,0.167,0.31,0.208,0.255,,56,-0.1,-1.6,0.5,0
824,2023,Nick Ahmed,ARI,72,210,2,14,17,5,5.70%,24.80%,0.091,0.278,0.212,0.257,0.303,0.247,,51,-0.3,-13.1,5.8,0
825,2023,Josh Smith,TEX,90,232,6,29,15,1,10.80%,23.70%,0.144,0.222,0.185,0.304,0.328,0.287,,78,-1.3,-7.6,-0.5,0
826,2022,Alex Jackson,MIL,5,12,0,0,0,0,0.00%,58.30%,0,0.6,0.25,0.25,0.25,0.221,,38,0.1,-0.8,0.2,0
827,2023,Willie Calhoun,NYY,44,149,5,16,16,0,9.40%,13.40%,0.164,0.245,0.239,0.309,0.403,0.307,,96,-0.2,-0.9,-4.4,0
828,2023,Seth Brown,OAK,112,378,14,33,52,3,7.90%,26.70%,0.184,0.27,0.222,0.286,0.405,0.298,,92,-1.8,-5.4,-7.7,0
829,2022,Connor Joe,COL,111,467,7,56,28,6,11.80%,20.80%,0.121,0.296,0.238,0.338,0.359,0.314,,86,-0.3,-7.7,-8.3,0
830,2023,Jake Lamb,LAA,19,54,2,7,5,0,5.60%,27.80%,0.137,0.265,0.216,0.259,0.353,0.267,,64,-0.3,-2.6,0.5,0
831,2023,Omar Narváez,NYM,49,146,2,12,7,0,9.60%,18.50%,0.086,0.245,0.211,0.283,0.297,0.259,,64,-0.5,-7,1.8,0
832,2023,David Fletcher,LAA,33,97,2,7,12,0,7.20%,9.30%,0.079,0.256,0.247,0.302,0.326,0.276,,70,0.4,-3.1,-0.5,0
833,2022,Ford Proctor,SFG,7,22,1,3,6,0,9.10%,13.60%,0.167,0.063,0.111,0.182,0.278,0.197,,25,0.4,-1.5,0.5,0
